iter	MultiClass
247	0.02245120421
248	0.02238079034
249	0.02234412239
250	0.02231811598
251	0.02230404274
252	0.02220126693
253	0.02211189388
254	0.02206411747
255	0.02202878306
256	0.02198365
257	0.02190044208
258	0.02189396524
259	0.02185608433
260	0.02175755058
261	0.02168236574
262	0.02160071975
263	0.02154471323
264	0.02153815849
265	0.02151498767
266	0.02133520555
267	0.02129768038
268	0.02118257031
269	0.02111984433
270	0.0210500127
271	0.02100904492
272	0.02089130489
273	0.02086987184
274	0.02076064583
275	0.02073810839
276	0.0206756222
277	0.0205397251
278	0.02045363751
279	0.02037850193
280	0.02032657024
281	0.02027413309
282	0.02021039071
283	0.0201803779
284	0.02010604976
285	0.01998323536
286	0.01990862384
287	0.0198621814
288	0.01981798168
289	0.01977696858
290	0.01972645351
291	0.01961827083
292	0.01952469526
293	0.01943335742
294	0.01932690532
295	0.01928918242
296	0.01926130184
297	0.01922406748
298	0.01914047938
299	0.01908586853
300	0.01906597031
301	0.01895085924
302	0.01891125419
303	0.01881721229
304	0.01872699648
305	0.01869016006
306	0.01862567973
307	0.01856064538
308	0.01852209117
309	0.01843806028
310	0.01842301693
311	0.01836764068
312	0.01830563701
313	0.01824416412
314	0.01821188568
315	0.01814312377
316	0.01807729131
317	0.01806014103
318	0.01795470601
319	0.01789579493
320	0.01785555599
321	0.01777404935
322	0.0177353647
323	0.01768538579
324	0.01767628027
325	0.01757297529
326	0.0175477682
327	0.01749573691
328	0.01744871171
329	0.01742688941
330	0.01740421881
331	0.01733359813
332	0.01725782751
333	0.01717296976
334	0.01714690798
335	0.01712034859
336	0.01709648475
337	0.01707082047
338	0.017017805
339	0.01696353676
340	0.01693571523
341	0.01688686314
342	0.01683291188
343	0.0168070994
344	0.01677836008
345	0.01676233151
346	0.01671461982
347	0.01666770621
348	0.01664431441
349	0.01657859831
350	0.01654431328
351	0.0164990155
352	0.01647567224
353	0.01645364022
354	0.01639298204
355	0.01635768475
356	0.01633601837
357	0.01631614806
358	0.01627404712
359	0.01625013091
360	0.01620064572
361	0.01615672864
362	0.01611318534
363	0.0160708313
364	0.01604781261
365	0.01599999895
366	0.01592671855
367	0.01589276029
368	0.01585057238
369	0.01582508972
370	0.01578456975
371	0.01574329876
372	0.01568586996
373	0.01558720433
374	0.01555570031
375	0.01550927351
376	0.01548234606
377	0.01546307432
378	0.01542087302
379	0.01539076698
380	0.01534646594
381	0.01532020959
382	0.01529850149
383	0.0152800779
384	0.01524805884
385	0.01519306536
386	0.01516550543
387	0.01514510915
388	0.01512096236
389	0.01507427596
390	0.01504932916
391	0.0150074456
392	0.0149797203
393	0.01492906314
394	0.01488056592
395	0.01480425753
396	0.01479584657
397	0.01474642066
398	0.01471287072
399	0.01468956622
400	0.01464555961
401	0.01463558234
402	0.01458876789
403	0.01457816526
404	0.01452869652
405	0.01450248874
406	0.01447201838
407	0.01446299188
408	0.01441061788
409	0.01439274141
410	0.01436408739
411	0.01432305697
412	0.01427823463
413	0.01426264995
414	0.01421935375
415	0.01416658379
416	0.01414639096
417	0.01413667253
418	0.01412006149
419	0.01408905752
420	0.01407047399
421	0.01404475316
422	0.01401866304
423	0.01398791277
424	0.01394781463
425	0.01392317366
426	0.01389076902
427	0.01386251788
428	0.01382803296
429	0.01379824148
430	0.01378868373
431	0.01376352456
432	0.01374326797
433	0.01370260259
434	0.01367573021
435	0.01365728699
436	0.01361720476
437	0.01358750282
438	0.01356141416
439	0.01351436508
440	0.01350275929
441	0.01347356144
442	0.01344722369
443	0.01343594691
444	0.01338186512
445	0.01337291714
446	0.01335854639
447	0.01334449359
448	0.01330870575
449	0.01328825224
450	0.01326914236
451	0.01324087442
452	0.01320865623
453	0.01318940573
454	0.01316338195
455	0.01312923285
456	0.01310492738
457	0.0130685833
458	0.01303267358
459	0.01301233752
460	0.0129941398
461	0.01295695082
462	0.01294101642
463	0.01292391197
464	0.01290159151
465	0.01284639558
466	0.01283213356
467	0.01280036151
468	0.01278921982
469	0.012754239
470	0.01271870226
471	0.01265921298
472	0.0126168023
473	0.01258714721
474	0.01257570048
475	0.01256510123
476	0.01254411837
477	0.01253093421
478	0.01252045532
479	0.01248637446
480	0.01245696563
481	0.01244456169
482	0.01242144319
483	0.01240351722
484	0.01237585781
485	0.01234578896
486	0.0123241721
487	0.01228410069
488	0.01225701116
489	0.0122341714
490	0.01221316959
491	0.01219355084
492	0.01216082318
493	0.01214605179
494	0.01210518379
495	0.01209010187
496	0.01206319699
497	0.01202259477
498	0.0119946985
499	0.01195722859
500	0.01192612238
501	0.01191497836
502	0.01186246839
503	0.01184686577
504	0.01183817294
505	0.01181439576
506	0.0118085987
507	0.01178330626
508	0.0117474209
509	0.01171694266
510	0.01170244375
511	0.01167413768
512	0.01166497612
513	0.01164686656
514	0.01163759511
515	0.01161716721
516	0.01158143204
517	0.01154509249
518	0.01152610408
519	0.01150427503
520	0.01148919924
521	0.01147217928
522	0.01144925187
523	0.01142585836
524	0.01141328913
525	0.01139305751
526	0.01138339944
527	0.01137540795
528	0.01136716213
529	0.01135472844
530	0.01134482014
531	0.01133116405
532	0.01130543621
533	0.01130014672
534	0.0112872402
535	0.01127517582
536	0.01126387418
537	0.01123545603
538	0.01122373086
539	0.01117525646
540	0.01115796436
541	0.01114120473
542	0.0111364442
543	0.01112742793
544	0.01111765336
545	0.01110926353
546	0.01109484616
547	0.01107369615
548	0.01105249907
549	0.01103616409
550	0.01102442569
551	0.01100343337
552	0.01097369074
553	0.01096839286
554	0.0109477098
555	0.01094140054
556	0.01092693315
557	0.01091523736
558	0.01088204075
559	0.01085503435
560	0.01083269481
561	0.01082119429
562	0.01080596773
563	0.01078687825
564	0.01077212894
565	0.01076464297
566	0.01075201873
567	0.01072263746
568	0.01070467608
569	0.0106808698
570	0.01066269709
571	0.01064926672
572	0.01064245964
573	0.01061915099
574	0.01059561359
575	0.01057931261
576	0.01056961927
577	0.01056355948
578	0.01054777937
579	0.01051654586
580	0.01050541336
581	0.01049291913
582	0.01047447838
583	0.01046398136
584	0.01045127164
585	0.01041697113
586	0.01038793607
587	0.01037696683
588	0.01036382058
589	0.01035375308
590	0.01034257951
591	0.01033022166
592	0.01031354169
593	0.01028924691
594	0.01025935238
595	0.01022894207
596	0.01022275141
597	0.01021381753
598	0.01018731611
599	0.01016903368
600	0.01016289039
601	0.0101454223
602	0.01012779251
603	0.01010689309
604	0.0100814698
605	0.01005602699
606	0.01002863118
607	0.01001919447
608	0.01000340426
609	0.009993884064
610	0.009971427643
611	0.009959233623
612	0.009942460933
613	0.009925653019
614	0.009887864644
615	0.009879239684
616	0.009873840584
617	0.009855700666
618	0.009844350975
619	0.009826794246
620	0.009811816804
621	0.009795848655
622	0.009786126428
623	0.009779927557
624	0.009765823566
625	0.009743639185
626	0.009733679458
627	0.009726848355
628	0.009707287818
629	0.009697290718
630	0.009686397624
631	0.009662534892
632	0.009648669634
633	0.009631336717
634	0.009610311048
635	0.009598987054
636	0.009585308985
637	0.009573409687
638	0.009551416953
639	0.009540689366
640	0.009532883591
641	0.009506047785
642	0.009499569036
643	0.009487772386
644	0.009472419315
645	0.009459867633
646	0.00943792133
647	0.009419102708
648	0.009403388516
649	0.009384753483
650	0.009353625157
651	0.009340457091
652	0.009332087094
653	0.009316368775
654	0.009294060247
655	0.009274359869
656	0.009256767827
657	0.009239389514
658	0.009223381175
659	0.00920191367
660	0.009197924234
661	0.009181445011
662	0.009164684819
663	0.009147767139
664	0.009130705773
665	0.009114020738
666	0.009105230246
667	0.009082167184
668	0.009075350709
669	0.009062743267
670	0.009045723768
671	0.00902549224
672	0.009020848212
673	0.00901422748
674	0.009000974625
675	0.008993829793
676	0.008983102879
677	0.00896683687
678	0.008956774519
679	0.008947190732
680	0.008925633286
681	0.008910003324
682	0.008892030264
683	0.008885675354
684	0.008878061564
685	0.008861809313
686	0.008852983222
687	0.008840823889
688	0.008822066605
689	0.008805621955
690	0.008800786752
691	0.008789202747
692	0.00877423333
693	0.008767889898
694	0.008759461572
695	0.00875467674
696	0.008745077362
697	0.008736034847
698	0.008722957508
699	0.008717436622
700	0.008700899534
701	0.008690797056
702	0.008675891089
703	0.008659969697
704	0.008656950343
705	0.008648844376
706	0.008641307368
707	0.00863244599
708	0.008624762353
709	0.00861546959
710	0.008608644052
711	0.008601592349
712	0.008597535734
713	0.008563997274
714	0.008559327107
715	0.008544706916
716	0.00852854174
717	0.008504597814
718	0.008488110576
719	0.008473251682
720	0.008466189889
721	0.008460162408
722	0.008454098902
723	0.008440075116
724	0.008428535254
725	0.00840236824
726	0.008395155098
727	0.008391257955
728	0.008383967686
729	0.008371176927
730	0.008362276667
731	0.008338940396
732	0.008327952334
733	0.008322686962
734	0.008313069422
735	0.008302525122
736	0.008288731281
737	0.008274991494
738	0.008259950179
739	0.008254792614
740	0.008239427488
741	0.008227675329
742	0.008213302167
743	0.008205804981
744	0.008199928591
745	0.008183803803
746	0.008167005312
747	0.00815824539
748	0.008148477288
749	0.00814342684
750	0.008133399194
751	0.008125237918
752	0.008115084873
753	0.008108589714
754	0.008091058239
755	0.00808104926
756	0.008076101716
757	0.008070219239
758	0.008065706841
759	0.008053212089
760	0.008040461028
761	0.008037175709
762	0.008018967383
763	0.008006965631
764	0.008002665489
765	0.007995959247
766	0.007986975705
767	0.007980494377
768	0.007976109833
769	0.007960083055
770	0.007945255541
771	0.007929612566
772	0.007918363921
773	0.007911149617
774	0.007905317506
775	0.007900746999
776	0.007885256635
777	0.007873616821
778	0.007868111255
779	0.007854473598
780	0.007844248909
781	0.007836278972
782	0.007832638457
783	0.00782002275
784	0.007814955817
785	0.0078049862
786	0.007792057087
787	0.00778690969
788	0.007780767555
789	0.007763660148
790	0.007749460119
791	0.007739255536
792	0.00773442538
793	0.007725053232
794	0.007710937908
795	0.007707260228
796	0.007702654619
797	0.007699065216
798	0.007690667648
799	0.007684082172
800	0.007675310411
801	0.007659029372
802	0.007652916856
803	0.007647790198
804	0.007643285369
805	0.007634587597
806	0.007626453853
807	0.007620338062
808	0.007610155635
809	0.007607105607
810	0.00760208369
811	0.007599235582
812	0.00759242978
813	0.007580745904
814	0.007569747806
815	0.007562683351
816	0.007559162461
817	0.007547936559
818	0.007540199217
819	0.007532900453
820	0.007526603215
821	0.007522918981
822	0.007513724124
823	0.007510960105
824	0.007501017551
825	0.007495905449
826	0.007487823304
827	0.007481895229
828	0.007473968403
829	0.007461531661
830	0.007443903931
831	0.007431749813
832	0.007426066288
833	0.00741643673
834	0.007406798634
835	0.007396719969
836	0.00738810637
837	0.007384548356
838	0.007379304682
839	0.007375654472
840	0.007371119204
841	0.007363397141
842	0.007357408277
843	0.007353845999
844	0.007340270081
845	0.007329460701
846	0.007318424729
847	0.007313631809
848	0.00730425971
849	0.007297853234
850	0.00728705503
851	0.007282711648
852	0.00726576647
853	0.007245864001
854	0.007236129655
855	0.007228558724
856	0.007225014585
857	0.00721966568
858	0.007211451819
859	0.007199860291
860	0.007190943435
861	0.007186908684
862	0.007182484037
863	0.00717622182
864	0.007165491808
865	0.007161381244
866	0.007153184852
867	0.007147369407
868	0.007130692161
869	0.007125227261
870	0.007115417646
871	0.007098618869
872	0.007095632156
873	0.007080906955
874	0.007071650014
875	0.007057654438
876	0.007038992109
877	0.007028483019
878	0.00701616499
879	0.007003847368
880	0.006996023545
881	0.006991514306
882	0.006983951981
883	0.006968364256
884	0.006961146218
885	0.006953518148
886	0.006944999516
887	0.006937073816
888	0.006927151104
889	0.006920673514
890	0.006915229449
891	0.006909496541
892	0.006903923065
893	0.006898332229
894	0.00689063708
895	0.006882556693
896	0.006874829756
897	0.006863174129
898	0.006860696701
899	0.006850068269
900	0.006842052216
901	0.006829231918
902	0.006824118872
903	0.006814772846
904	0.006808383518
905	0.00680062791
906	0.006795653908
907	0.006790630788
908	0.00678229554
909	0.00678082509
910	0.006774419453
911	0.006765383247
912	0.006759395044
913	0.00675417904
914	0.006743316432
915	0.006738322869
916	0.00673080631
917	0.006727938836
918	0.006723978175
919	0.006713466937
920	0.00670807577
921	0.00670365345
922	0.006696715742
923	0.006692491756
924	0.006681197939
925	0.006671837528
926	0.006663341044
927	0.006658808202
928	0.006652570544
929	0.006641339935
930	0.006631355081
931	0.006625948477
932	0.006619073465
933	0.00661403262
934	0.006609228362
935	0.006602615202
936	0.006597327418
937	0.006589652635
938	0.006585078433
939	0.006580124072
940	0.006573176057
941	0.006569612778
942	0.006564143441
943	0.00655487748
944	0.006545662425
945	0.00653548647
946	0.006527757061
947	0.006520973347
948	0.006515264917
949	0.006509574772
950	0.006505199467
951	0.006498581391
952	0.006496273332
953	0.006488642753
954	0.006483004772
955	0.006475680342
956	0.006469155085
957	0.006465721955
958	0.006461663282
959	0.006458487108
960	0.00645169427
961	0.006443341408
962	0.006436598196
963	0.006432962352
964	0.00642613496
965	0.006414369924
966	0.006409646252
967	0.006404288759
968	0.006400693585
969	0.006397961975
970	0.006394174539
971	0.00639002819
972	0.006387379427
973	0.006380643419
974	0.00636975984
975	0.006362521626
976	0.006350655224
977	0.006346817895
978	0.006339776652
979	0.006332211036
980	0.006326890657
981	0.006322216896
982	0.006315141802
983	0.006308477184
984	0.006300597168
985	0.006290894036
986	0.006287270873
987	0.006280807208
988	0.006279038742
989	0.006270691242
990	0.006266966805
991	0.006258549453
992	0.00625244066
993	0.00624516751
994	0.006241457723
995	0.006239399028
996	0.006236837738
997	0.006230033321
998	0.006224441441
999	0.006217133962
